wavenumber_cm-1,imag_exp_smooth,imag_fit,imag_baseline,residual,component_I / I / L1 Region A free-OH motif,component_VI / VI / L1 Region B connector motif,component_VIII / VIII / L2 positive bonded motif
3311.8,0.21488470588235292,0.2077983228883078,0.152793281415488,0.007086382994045126,-0.001402199604434567,-0.0435301859934915,0.09993742707074586
3312.6,0.21589882352941173,0.20762833944727746,0.15254152173885044,0.008270484082134266,-0.0014214347678892538,-0.04342917459442955,0.09993742707074586
3313.5,0.21551411764705877,0.20741322200687493,0.152258292102633,0.008100895640183847,-0.0014269474714152571,-0.04335554969508868,0.09993742707074586
3314.4,0.216795294117647,0.2071374938465674,0.1519750624664156,0.009657800271079597,-0.0014435776696755589,-0.043331418020918486,0.09993742707074586
3315.2,0.21535235294117644,0.20726450154778372,0.15172330278977803,0.008087851393392714,-0.001459684642468313,-0.04321648044077814,0.10021736384125217
3316.1,0.21624470588235292,0.2070493841073812,0.15144007315356062,0.009195321774971732,-0.0014651973459943164,-0.04314285554143727,0.10021736384125217
3317.0,0.21261000000000002,0.20688549608255732,0.1511568435173432,0.005724503917442697,-0.0014829000401907473,-0.0430058112358473,0.10021736384125217
3317.8,0.21168764705882354,0.20680838122365416,0.15090508384070547,0.004879265835169372,-0.0014927004020147566,-0.04290440230084019,0.10030040008580364
3318.7,0.20701176470588234,0.20678781511668037,0.1506218542044882,0.00022394958920196606,-0.0015042829860535216,-0.04282705671351277,0.10049730061175846
3319.6,0.20402882352941176,0.2066339256202078,0.1503386245682708,-0.0026051020907960354,-0.0015221926449904511,-0.04267980691483099,0.10049730061175846
3320.4,0.20532529411764705,0.20645984833567482,0.1500868648916331,-0.0011345542180277723,-0.0015319930068144597,-0.04259232416090227,0.10049730061175846
3321.3,0.20564352941176473,0.20639157134456734,0.14980363525541568,-0.0007480419328026178,-0.0015430184138664673,-0.04246575865436638,0.10059671315738454
3322.2,0.2072135294117647,0.20648295395740815,0.1495204056191984,0.0007305754543565635,-0.001560270436526851,-0.04225441860752817,0.10077723738226474
3323.1,0.20685411764705883,0.2063189132112402,0.149237175982981,0.0005352044358186148,-0.0015725106568421647,-0.04212298949716337,0.10077723738226474
3323.9,0.20628823529411763,0.20612279752774812,0.14898541630634327,0.0001654377663695139,-0.0015823110186661718,-0.042057545142193696,0.10077723738226474
3324.8,0.20415235294117648,0.20624836738988447,0.14870218667012586,-0.0020960144487079946,-0.0015942070728961711,-0.04191678636011622,0.10105717415277103
3325.7,0.2039123529411765,0.20615502786677795,0.14841895703390862,-0.0022426749256014566,-0.0016095759489627127,-0.041711527370938944,0.10105717415277103
3326.6,0.1997288235294118,0.2059430024468247,0.1481357273976912,-0.00621417891741291,-0.0016159844144891418,-0.04163391468914835,0.10105717415277103
3327.4,0.19662588235294118,0.20591669174618132,0.14788396772105347,-0.009290809393240146,-0.0016326290305178851,-0.041503025979208956,0.1011683790348547
3328.3,0.19837882352941177,0.2059384183900163,0.14760073808483606,-0.007559594860604535,-0.0016436544375698931,-0.0413557761805272,0.10133711092327734
3329.2,0.19716588235294116,0.2057914131454287,0.1473175084486188,-0.00862553079248754,-0.001654679844621895,-0.04120852638184552,0.10133711092327734
3330.0,0.19891117647058823,0.20585039897892435,0.1470657487719811,-0.006939222508336118,-0.0016644802064459058,-0.04107763767190614,0.10152676808529536
3330.9,0.19426764705882352,0.20579367334282495,0.14678251913576368,-0.011526026284001428,-0.001675505613497913,-0.040930387873224394,0.1016170476937836
3331.8,0.19316235294117645,0.2056466680982373,0.14649928949954627,-0.01248431515706086,-0.0016865310205499214,-0.040783138074542626,0.1016170476937836
3332.7,0.19166882352941175,0.20577959962415604,0.14621605986332897,-0.014110776094744287,-0.001697556427601926,-0.04063588827586092,0.1018969844642899
3333.5,0.19410823529411764,0.20564892829563364,0.14596430018669126,-0.011540693001516,-0.0017073567894259328,-0.04050499956592158,0.1018969844642899
3334.4,0.1977229411764706,0.2057597448166823,0.14568107055047386,-0.008036803640211698,-0.001718382196477942,-0.040357749767239805,0.10215480622992619
3335.3,0.19474000000000002,0.2056727001619877,0.14539784091425645,-0.010932700161987663,-0.0017279095508802203,-0.04023050720729734,0.1022332760059088
3336.1,0.19336235294117649,0.20566582302278616,0.14514608123761885,-0.012303470081609674,-0.001732809731792223,-0.04016506285232768,0.10241761436928717
3337.0,0.19282529411764707,0.20564305861567223,0.14486285160140144,-0.012817764498025158,-0.0017442895310947045,-0.039932361459936984,0.10245685800530248
3337.9,0.19337294117647058,0.20555429780390577,0.14457962196518404,-0.012181356627435191,-0.0017587179965875958,-0.039819045081072924,0.10255243891638223
3338.8,0.1914464705882353,0.20553109849827714,0.14429639232896663,-0.014084627910041836,-0.0017648427576382952,-0.03973724584885999,0.10273679477580877
3339.6,0.19163470588235293,0.20553521672475356,0.14404463265232906,-0.013900510842400626,-0.0017746431194623,-0.039606357138920675,0.10287158433080747
3340.5,0.19413117647058822,0.2058986919995596,0.14376140301611165,-0.011767515528971373,-0.0017856685265143105,-0.039363388138446684,0.10328634564840897
3341.4,0.19725235294117646,0.2056992572029661,0.14347817337989424,-0.00844690426178965,-0.001791318431385135,-0.03928426606236436,0.10329666831682137
3342.2,0.19972529411764706,0.20575630215687457,0.14322641370325667,-0.0060310080392275145,-0.0017990528665186376,-0.03918096883161786,0.1035099101517544
3343.1,0.19703941176470588,0.20569886839366575,0.14294318406703926,-0.008659456628959866,-0.001809172744694825,-0.039045812821767306,0.1036106698930886
3344.0,0.19837823529411766,0.20569113161206387,0.14265995443082186,-0.00731289631794621,-0.0018146854482208286,-0.03897218792242644,0.10381805055188928
3344.9,0.19769647058823528,0.20585735377115433,0.14237672479460445,-0.008160883182919049,-0.0018172462299312973,-0.03883860342185907,0.10413647862834025
3345.7,0.19899294117647057,0.20577590167754697,0.14212496511796685,-0.006782960501076407,-0.0018250983326588348,-0.0387337346818294,0.10420976957406837
3346.6,0.19915058823529413,0.20576914107918082,0.14184173548174944,-0.0066185528438866825,-0.0018306305699356243,-0.03865984889952455,0.10441788506689154
3347.5,0.20098588235294118,0.20603689715219467,0.14155850584553203,-0.005051014799253489,-0.0018416559769876349,-0.03851259910084276,0.10483264638449302
3348.3,0.20357294117647057,0.20601590420668453,0.14130674616889433,-0.0024429630302139627,-0.0018454743601774184,-0.03842165654189142,0.1049762889398591
3349.2,0.2015370588235294,0.2058982839538872,0.14102351653267706,-0.004361225130357804,-0.0018475988881202826,-0.038333844578508185,0.1050562108878386
3350.1,0.20325352941176472,0.2061660400269009,0.14074028689645965,-0.0029125106151361713,-0.0018586242951722893,-0.038186594779826444,0.10547097220543997
3351.0,0.20418,0.20620625018669572,0.14045705726024224,-0.0020262501866957217,-0.0018603572179207843,-0.038101397857582306,0.10571094800195657
3351.8,0.20404823529411764,0.20630736359909974,0.1402052975836045,-0.0022591283049820943,-0.0018645672063049407,-0.03800784025749182,0.10597447347929198
3352.7,0.20383294117647058,0.20647436822311846,0.13992206794738724,-0.0026414270466478817,-0.0018679749156388639,-0.03796232860327179,0.10638260379464187
3353.6,0.2056276470588235,0.20646663144151667,0.13963883831116983,-0.0008389843826931698,-0.0018734876191648694,-0.037888703703930895,0.10658998445344262
3354.5,0.20582176470588232,0.2066542513616765,0.13935560867495245,-0.0008324866557941901,-0.0018753191408459097,-0.03776485883401965,0.10693882066158965
3355.3,0.20529764705882347,0.2068946947580452,0.1391038489983147,-0.0015970476992217264,-0.001882681504535834,-0.03763397012408026,0.10730749738834658
3356.2,0.20520588235294113,0.20697676934328532,0.13882061936209744,-0.0017708869903441948,-0.0018856924926930383,-0.03756714681630089,0.10760898929018181
3357.1,0.20344941176470585,0.20696611154622574,0.13853738972588003,-0.0035166997815198886,-0.0018901229334075172,-0.0375382384992898,0.10785708325304302
3358.0,0.2052505882352941,0.20724489302629145,0.13825416008966263,-0.0019943047909973532,-0.0018901229334075172,-0.03739098870060806,0.10827184457064438
3358.8,0.20266941176470585,0.2072820100857092,0.1380024004130249,-0.004612598321003358,-0.001894176651785368,-0.03731423941719827,0.10848802574166795
3359.7,0.20394941176470582,0.20732795740158327,0.13771917077680762,-0.0033785456368774502,-0.0018975643622792004,-0.037268994857441354,0.10877534584449619
3360.6,0.20576588235294113,0.2075612980542056,0.1374359411405902,-0.0017954157012644578,-0.0018977606299656901,-0.03716698961851655,0.10919010716209761
3361.5,0.2070770588235294,0.2077609419314046,0.13715271150437283,-0.000683883107875205,-0.0019032733334916952,-0.03709336471917565,0.10960486847969911
3362.3,0.20626823529411764,0.20798387739949642,0.1369009518277351,-0.0017156421053787785,-0.0019050057911508833,-0.03698561384354366,0.10997354520645584
3363.2,0.20439647058823532,0.20814672745955892,0.13661772219151783,-0.003750256871323604,-0.0019050057911508833,-0.036954295464865144,0.11038830652405712
3364.1,0.20398470588235296,0.2083518840402839,0.13633449255530042,-0.0043671781579309454,-0.0019050057911508833,-0.03688067056552424,0.11080306784165862
3365.0,0.2035135294117647,0.20851462845196256,0.136051262919083,-0.005001099040197854,-0.0019124472200225664,-0.036842016406357925,0.11121782915926004
3365.8,0.2031570588235294,0.20873196059722585,0.13579950324244527,-0.0055749017736964335,-0.0019124472200225664,-0.03674160131121369,0.11158650588601683
3366.7,0.2047735294117647,0.20893240265010127,0.13551627360622803,-0.00415887323833658,-0.0019124472200225664,-0.036672690939722294,0.11200126720361811
3367.6,0.20605352941176466,0.20928261274777624,0.13523304397001062,-0.0032290833360115734,-0.0019124472200225664,-0.036615396071628135,0.11257741206941632
3368.5,0.20726823529411761,0.20947926306226083,0.13494981433379322,-0.00221102776814322,-0.0019124472200225664,-0.03652072661319108,0.11296262256168124
3369.3,0.2088911764705882,0.20961616231659777,0.13469805465715548,-0.0007249858460095793,-0.0019124472200225664,-0.036473922967149276,0.11330447784661413
3370.2,0.20914058823529408,0.2102476025458336,0.1344148250209382,-0.001107014310539528,-0.0019124472200225664,-0.03638877573689836,0.11413400048181634
3371.1,0.2101811764705882,0.2102461417380153,0.1341315953847208,-6.49652674271084e-05,-0.0019124472200225664,-0.036374538980862764,0.11440153255417984
3372.0,0.21238529411764703,0.2105961098570764,0.1338483657485034,0.0017891842605706199,-0.0019124472200225664,-0.036293044112107806,0.11495323544070339
3372.8,0.21311764705882352,0.21107485702004586,0.1335966060718657,0.0020427900387776643,-0.0019124472200225664,-0.036261539388454944,0.1156522375566577
3373.7,0.21516941176470586,0.2112921570815949,0.1333133764356484,0.0038772546831109533,-0.0019124472200225664,-0.036175771008289746,0.11606699887425881
3374.6,0.21606117647058823,0.21146171566884742,0.133030146799431,0.004599460801740812,-0.0019124472200225664,-0.03616580776366453,0.1165098238531035
3375.5,0.21716588235294118,0.21209742940949391,0.1327469171632136,0.005068452943447266,-0.0019124472200225664,-0.03607638702200323,0.11733934648830611
3376.4,0.21867176470588237,0.2123988570877539,0.1324636875269962,0.006272907618128459,-0.0019124472200225664,-0.03602353958729538,0.11787115636807567
3377.2,0.2192423529411765,0.2126688266306293,0.1322119278503586,0.006573526310547195,-0.0019124472200225664,-0.03597700303571672,0.11834634903601
3378.1,0.22023764705882354,0.21330721649065773,0.13192869821414122,0.006930430568165807,-0.0019060317781565697,-0.0358913216165395,0.11917587167121262
3379.0,0.2202294117647059,0.21349207300839043,0.13164546857792378,0.006737338756315464,-0.0019050057911508833,-0.03587761904943021,0.11962922927104774
3379.9,0.22095235294117646,0.2139366865594125,0.13136223894170637,0.0070156663817639575,-0.0019050057911508833,-0.03579558999174895,0.12027504340060596
3380.7,0.2238029411764706,0.21468679093522283,0.1311104792650688,0.009116150241247761,-0.0019050057911508833,-0.03577116016561993,0.12125247762692483
3381.6,0.22425823529411762,0.21489194751594762,0.1308272496288514,0.009366287778170002,-0.0019050057911508833,-0.03569753526627906,0.12166723894452618
3382.5,0.2241541176470588,0.21539917566245254,0.130544019992634,0.008754941984606274,-0.0018975643622792004,-0.03566835364330567,0.12242107367540342
3383.4,0.22467647058823528,0.2161203307948145,0.13026079035641658,0.008556139793420792,-0.0018975643622792004,-0.03557946709057068,0.12333657189124779
3384.2,0.22457529411764707,0.21623724784493362,0.13000903067977898,0.00833804627271345,-0.0018975643622792004,-0.03557946709057068,0.12370524861800453
3385.1,0.22633647058823528,0.2170778949257236,0.1297258010435616,0.009258575662511676,-0.0018946929009133395,-0.03554111729486237,0.12478790407793772
3386.0,0.22689823529411765,0.2175683695085859,0.12944257140734416,0.009329865785531744,-0.0018901229334075172,-0.03548008310428417,0.12549600413893341
3386.9,0.2244929411764706,0.21799084574548439,0.12915934177112676,0.0065020954309862045,-0.0018901229334075172,-0.03544538567007188,0.126167012577837
3387.8,0.22483470588235296,0.2188405647356776,0.12887611213490938,0.005994141146675375,-0.0018839409663723627,-0.035380699117997655,0.12722909268513824
3388.6,0.2253664705882353,0.2197334377006693,0.12862435245827178,0.005633032887566003,-0.001882681504535834,-0.03528131513171115,0.1282730818786445
3389.5,0.22386176470588237,0.22007235004085415,0.12834112282205437,0.003789414665028218,-0.001882681504535834,-0.03528131513171115,0.12889522385504676
3390.4,0.22447588235294116,0.22096456106519755,0.12805789318583696,0.0035113212877436184,-0.001875240075664151,-0.03517089952294681,0.12995280747797153
3391.3,0.22355176470588234,0.2215162576636808,0.12777466354961955,0.0020355070422015398,-0.001875240075664151,-0.03508254715913813,0.13069938134886352
3392.2,0.22553882352941174,0.22189427974875592,0.12749143391340229,0.003644543780655818,-0.0018746875495704307,-0.03507516789815639,0.13135270128308046
3393.0,0.22600882352941176,0.22284744388047176,0.12723967423676458,0.0031613796489400048,-0.0018677986467924678,-0.03498316317285162,0.13245873146335127
3393.9,0.22778529411764706,0.2236107710056309,0.12695644460054717,0.00417452311201616,-0.001864550928179281,-0.034939788274336685,0.1334586656075997
3394.8,0.22919411764705885,0.22435173601092948,0.12667321496432976,0.004842381636129378,-0.0018603572179207843,-0.034848547563426514,0.13438742582794702
3395.7,0.22790823529411763,0.22546626209091314,0.1263899853281125,0.002441973203204495,-0.0018541352532054493,-0.034701297764744794,0.1356317097807509
3396.6,0.22825235294117646,0.22595697402737147,0.12610675569189508,0.0022953789138049907,-0.0018529157890491016,-0.03461952959002757,0.13632266371455307
3397.4,0.22792,0.22656339004778564,0.12585499601525735,0.0013566099522143715,-0.0018481923420727998,-0.034585627227705584,0.1371422136023067
3398.3,0.22820352941176472,0.22760018459473133,0.12557176637903994,0.000603344817033391,-0.0018450413620349454,-0.03448046033571699,0.13835391991344334
3399.2,0.2286158823529412,0.22822561519658316,0.1252885367428227,0.0003902671563580373,-0.0018395286585089449,-0.03440683543637617,0.13918344254864562
3400.1,0.22825647058823528,0.22930972969122607,0.1250053071066053,-0.0010532591029907834,-0.001830591502434052,-0.03418017783265149,0.14031519191970634
3400.9,0.22744588235294116,0.23016562562477894,0.12475354742996755,-0.002719743271837771,-0.0018291157740709355,-0.034068998209492565,0.1413101921783749
3401.8,0.2289541176470588,0.23079105622663107,0.12447031779375015,-0.0018369385795722615,-0.0018236030705449321,-0.033995373310151705,0.14213971481357757
3402.7,0.22936529411764706,0.2319028882778441,0.12418708815753288,-0.002537594160197054,-0.001815708644690686,-0.03381840769957035,0.1433499164645723
3403.6,0.23189176470588233,0.23268277554773062,0.12390385852131547,-0.0007910108418482942,-0.001812577663492926,-0.03364935553889695,0.14424085022880503
3404.5,0.2340370588235294,0.2333442208943431,0.12362062888509806,0.0006928379291863129,-0.0018058627041148416,-0.03355967391427167,0.14508912862763154
3405.3,0.23197882352941177,0.23458751740084127,0.12336886920846034,-0.002608693871429507,-0.0018008257869473194,-0.0333651670301106,0.14638464100943885
3406.2,0.23245764705882352,0.23578169228743626,0.12308563957224308,-0.0033240452286127375,-0.001792931361093073,-0.03308881743324273,0.14757780150952898
3407.1,0.23250411764705883,0.23619974223048773,0.12280240993602566,-0.003695624583428897,-0.0017874186575670696,-0.033015192533901866,0.14819994348593102
3408.0,0.23355941176470588,0.23723854115892853,0.12251918029980827,-0.0036791293942226577,-0.0017785015003322702,-0.03277982019687968,0.1492776825563322
3408.9,0.2351558823529412,0.2382019611125843,0.12223595066359086,-0.003046078759643106,-0.0017763932505150608,-0.032541634050745755,0.15028403775025423
3409.8,0.23656176470588236,0.2387188711805519,0.12195272102737345,-0.0021571064746695456,-0.0017707010225175275,-0.032389588974725686,0.1509264401504217
3410.6,0.23907764705882353,0.23984471946588712,0.12170096135073585,-0.0007670724070635848,-0.0017609006606935222,-0.032127811554847056,0.15203247033069187
3411.5,0.23969470588235292,0.24071045772137464,0.12141773171451845,-0.0010157518390217224,-0.0017530262336793673,-0.03187539486417673,0.1529211471047123
3412.4,0.2419623529411765,0.24143124238121466,0.12113450207830104,0.0005311105599618282,-0.0017462912754611902,-0.03163819634640655,0.15368122792478134
3413.3,0.24287117647058823,0.24269179321465265,0.12085127244208363,0.00017938325593558346,-0.0017412943559738546,-0.03134369674904297,0.15492551187758583
3414.2,0.24472588235294118,0.24316474708272917,0.12056804280586637,0.0015611352702120107,-0.0017364881231013577,-0.03111338678382241,0.15544657918378657
3415.0,0.2455035294117647,0.24385623538249937,0.12031628312922865,0.0016472940292653337,-0.0017293229572765355,-0.030886803718087424,0.1561560789286347
3415.9,0.2466994117647059,0.2448868361745657,0.12003305349301124,0.0018125755901401974,-0.0017186338097916652,-0.030497411048317657,0.15706982753966378
3416.8,0.2478594117647059,0.24524475525749848,0.11974982385679384,0.0026146565072074357,-0.0017131211062656596,-0.030276536350294973,0.15748458885726527
3417.7,0.24974058823529413,0.24633854990733567,0.11946659422057657,0.003402038327958462,-0.0017036881649921984,-0.029898591473445896,0.1584742353251972
3418.6,0.24817705882352942,0.2470793994832836,0.11918336458435916,0.0010976593402458046,-0.0016946542703419726,-0.029563232634720236,0.15915392180398666
3419.4,0.24781117647058823,0.24733210542425405,0.11893160490772144,0.00047907104633418407,-0.001689754089429969,-0.029432343924780904,0.15952259853074346
3420.3,0.24895,0.2480131399229041,0.11864837527150403,0.0009368600770958968,-0.0016792784179358552,-0.028986780668261828,0.16003082373759775
3421.2,0.24988058823529413,0.24907840988285168,0.11836514563528677,0.0008021783524424508,-0.0016682530108838502,-0.028478829114351595,0.16086034637280036
3422.1,0.24895764705882353,0.2493346117982395,0.11808191599906936,-0.0003769647394159803,-0.0016620538355444335,-0.028230449898124153,0.16114519953283873
3423.0,0.24895882352941176,0.2499311417877669,0.11779868636285196,-0.0009723182583551426,-0.001653643625651518,-0.0278934822811206,0.16167958133168706
3423.9,0.24810529411764704,0.25050115557524727,0.11751545672663455,-0.0023958614576002346,-0.0016435869996207406,-0.0274905485432193,0.16211983439145275
3424.8,0.24774470588235292,0.25065169399937914,0.11723222709041714,-0.0029069881170262213,-0.0016380742960947375,-0.027269673845196695,0.16232721505025344
3425.6,0.24659647058823525,0.25119492813701405,0.11698046741377954,-0.0045984575487788,-0.0016292338785951804,-0.02681608533178515,0.16265977993361483
3426.5,0.24721588235294117,0.2515452880923194,0.11669723777756214,-0.004329405739378234,-0.0016202199827850478,-0.026454930137119043,0.16292320043466132
3427.4,0.24479941176470588,0.2515002854709276,0.11641400814134473,-0.006700873706221744,-0.0016146244933628478,-0.026228527204859308,0.16292942902780502
3428.3,0.24484705882352942,0.2520444610577346,0.11613077850512732,-0.007197402234205175,-0.0015998495363381167,-0.025689605116222276,0.16320313720516763
3429.2,0.24504882352941174,0.25211608842095157,0.11584754886891006,-0.007067264891539832,-0.0015887990144636706,-0.025345798638662462,0.16320313720516763
3430.1,0.2440541176470588,0.2521810338689486,0.11556431923269266,-0.008126916221889768,-0.0015815482722068243,-0.025004874296704872,0.16320313720516763
3430.9,0.2434694117647059,0.2523317406839529,0.11531255955605493,-0.008862328919247014,-0.0015717479103828167,-0.024612208166886834,0.16320313720516763
3431.8,0.24325411764705884,0.2523078834355724,0.11502932991983753,-0.00905376578851358,-0.001565431997627974,-0.024359151691804748,0.16320313720516763
3432.7,0.24260823529411768,0.2524395147367322,0.11474610028362026,-0.009831279442614527,-0.0015571385251504882,-0.023952584226905178,0.16320313720516763
3433.6,0.2440588235294118,0.2525671235800297,0.11446287064740285,-0.008508300050617895,-0.001546965161704286,-0.023519866350613556,0.1631710844449447
3434.5,0.24458294117647061,0.25230290068656025,0.11417964101118544,-0.007719959510089636,-0.001541452458178281,-0.02329899165259087,0.16296370378614394
3435.3,0.24486882352941178,0.2520841696350967,0.11392788133454772,-0.007215346105684944,-0.001532523208621567,-0.022946718901699244,0.1626355304108698
3436.2,0.24473352941176474,0.25208538564782,0.11364465169833046,-0.007351856236055276,-0.0015142619421704587,-0.022408331001988743,0.16236332689364874
3437.1,0.24631235294117654,0.2519648372169282,0.11336142206211305,-0.005652484275751657,-0.0015069232980350626,-0.022114297267060833,0.16222463571991105
3438.0,0.24573352941176477,0.2515744055752139,0.11307819242589565,-0.00584087616344911,-0.0014996525569381232,-0.02182298416875763,0.161818849875014
3438.9,0.24770647058823536,0.2511815227780503,0.11279496278967824,-0.00347505218981492,-0.0014886271498861154,-0.02138123477271237,0.16125642191097056
3439.8,0.24785294117647066,0.250846543104083,0.11251173315346083,-0.0029936019276123327,-0.0014829437585853664,-0.021224866493288804,0.16104262020249632
3440.7,0.24779411764705891,0.25031606945906404,0.11222850351724356,-0.0025219518120051243,-0.001467191183842632,-0.02089527192576809,0.1604500290514312
3441.5,0.24636411764705887,0.25003977289458407,0.11197674384060582,-0.0036756552475251947,-0.001457648016403995,-0.02053754547862879,0.16005822254901103
3442.4,0.24808470588235298,0.24956816934231385,0.11169351420438842,-0.0014834634599608654,-0.0014521353128779898,-0.020316670780606103,0.15964346123140952
3443.3,0.2484752941176471,0.24912485243997673,0.11141028456817102,-0.0006495583223296297,-0.0014421665887257625,-0.020016642949005466,0.15917337740953694
3444.2,0.2469423529411765,0.24851748158236964,0.11112705493195375,-0.0015751286411931353,-0.001433668476954302,-0.01970990669833047,0.15853400182570065
3445.1,0.2473088235294118,0.24794500241140177,0.11084382529573635,-0.0006361788819899683,-0.0014263600636236977,-0.01954666850085483,0.15807420568014396
3446.0,0.2480035294117647,0.24720787364458818,0.11056059565951895,0.000795655767176523,-0.0014090903675697398,-0.019188314692302262,0.15724468304494124
3446.8,0.24790470588235294,0.2466955384421946,0.11030883598288121,0.0012091674401583374,-0.001402860031246922,-0.018986366432168042,0.15677592892272837
3447.7,0.24709352941176468,0.24607230494380036,0.11002560634666395,0.0010212244679643212,-0.0013957060275654098,-0.018795275872535697,0.15623768049723752
3448.6,0.24572764705882352,0.24527194425528712,0.10974237671044654,0.00045570280353640635,-0.0013778140420220614,-0.018500776275172257,0.1554081578620349
3449.5,0.24491176470588236,0.2447136303766655,0.10945914707422913,0.0001981343292168647,-0.0013714390629255455,-0.018345849063549798,0.1549717714289117
3450.4,0.24565764705882354,0.24392367449937583,0.10917591743801172,0.0017339725594477107,-0.0013626298064093835,-0.018198599264868005,0.15430898613264152
3451.3,0.24656999999999998,0.24289763000595443,0.10889268780179431,0.003672369994045549,-0.0013455307981301717,-0.017951965479899776,0.15330243848219005
3452.2,0.24573941176470585,0.2423524015543436,0.10860945816557706,0.0033870102103622513,-0.0013400180946041692,-0.01780471568121806,0.15288767716458876
3453.1,0.24570588235294116,0.24137982365663094,0.10832622852935965,0.0043260586963102254,-0.0013295535852533627,-0.01762458220607371,0.15200773091859837
3453.9,0.24338882352941174,0.24041540833223218,0.10807446885272193,0.0029734151971795575,-0.001314932107699113,-0.01742719318631042,0.1510830647735198
3454.8,0.2425894117647059,0.23971941050876347,0.10779123921650452,0.002870001255942417,-0.0013054889344609481,-0.017336070493883977,0.15056973072060387
3455.7,0.24229705882352942,0.23885632996281858,0.10750800958028725,0.00344072886071084,-0.001293154766106142,-0.017171341536614204,0.14981281668525168
3456.6,0.24238058823529413,0.23785554432565745,0.10722477994406984,0.004525043909636678,-0.001279580669665577,-0.01699005272262924,0.14890039777388242
3457.5,0.2411564705882353,0.23723669097470546,0.10694155030785243,0.00391977961352985,-0.0012740679661395716,-0.016916427823288345,0.14848563645628093
3458.4,0.24037058823529414,0.23610613287166762,0.10665832067163503,0.004264455363626518,-0.0012571847592976332,-0.016790328179188154,0.1474953251385184
3459.2,0.24005117647058827,0.2352913819075372,0.10640656099499744,0.004759794563051062,-0.0012473843974736335,-0.01667797458269132,0.1468101798927047
3460.1,0.2391194117647059,0.23447066060131044,0.10612333135878003,0.00464875116339547,-0.0012363589904216229,-0.016604349683350426,0.14618803791630247
3461.0,0.23749,0.23344262015591588,0.10584010172256263,0.004047379844084126,-0.001217892154497931,-0.016464323858171866,0.14528473444602305
3461.9,0.23603588235294118,0.23249064650609175,0.10555687208634522,0.0035452358468494316,-0.0012068667474459242,-0.01635771589838216,0.1444983570655746
3462.8,0.2360023529411765,0.2317785820439526,0.10527364245012782,0.004223770897223894,-0.0011958413403939138,-0.016298973750987687,0.14399975468520637
3463.7,0.23457764705882356,0.2305416335721389,0.10499041281391056,0.00403601348668467,-0.0011790032472145237,-0.016221342434699693,0.14295156644014254
3464.6,0.23243882352941178,0.22981825568116704,0.10470718317769315,0.0026205678482447425,-0.0011663490974182205,-0.016136841200359544,0.14241426280125166
3465.5,0.23184000000000002,0.2288251486440458,0.10442395354147574,0.0030148513559542234,-0.0011553236903662097,-0.01602622682362264,0.1415827456165589
3466.3,0.23086411764705886,0.2278187639048479,0.10417219386483802,0.00304535374221096,-0.0011380818996705165,-0.015997771946048962,0.14078242388572934
3467.2,0.2302094117647059,0.22699804259862177,0.10388896422862075,0.003211369166084138,-0.0011270564926185154,-0.015924147046708127,0.14016028190932767
3468.1,0.2279494117647059,0.22608310574455115,0.10360573459240334,0.001866306020154751,-0.0011084064115088584,-0.015802053819555132,0.1393878313832118
