wavenumber_cm-1,fingerprint,label,region,species,hbond_character
3081.3971146545177,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3082.6119969627944,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3083.2194381169325,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3083.8268792710705,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3085.041761579347,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3085.6492027334853,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3086.2566438876233,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3087.4715261959,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3088.078967350038,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3088.686408504176,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3089.9012908124523,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3090.508731966591,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3091.116173120729,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3091.723614274867,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3092.9384965831437,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3093.5459377372817,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3094.15337889142,-0.014273013837026064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3095.3682611996965,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3095.9757023538345,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3096.5831435079726,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3097.7980258162493,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3098.4054669703874,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3099.0129081245254,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3100.2277904328016,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3100.83523158694,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3101.4426727410782,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3102.6575550493544,-0.017127616604431278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3103.264996203493,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3103.872437357631,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3105.087319665907,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3105.6947608200458,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3106.302201974184,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3106.909643128322,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3108.1245254365986,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3108.7319665907366,-0.01998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3109.3394077448747,-0.0228368221392417,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3110.554290053151,-0.0228368221392417,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3111.1617312072894,-0.0228368221392417,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3111.7691723614275,-0.0228368221392417,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3112.9840546697037,-0.0228368221392417,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3113.5914958238423,-0.0228368221392417,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3114.1989369779803,-0.025691424906646915,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3115.4138192862565,-0.025691424906646915,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3116.021260440395,-0.025691424906646915,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3116.628701594533,-0.025691424906646915,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3117.8435839028093,-0.025691424906646915,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3118.4510250569474,-0.028546027674052128,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3119.058466211086,-0.028546027674052128,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3120.273348519362,-0.028546027674052128,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3120.8807896735,-0.028546027674052128,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3121.4882308276387,-0.03140063044145734,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3122.703113135915,-0.03140063044145734,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3123.310554290053,-0.03140063044145734,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3123.9179954441915,-0.03140063044145734,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3124.5254365983296,-0.034255233208862555,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3125.740318906606,-0.034255233208862555,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3126.347760060744,-0.034255233208862555,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3126.9552012148824,-0.034255233208862555,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3128.1700835231586,-0.03710983597626777,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3128.7775246772967,-0.03710983597626777,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3129.3849658314352,-0.03710983597626777,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3130.5998481397114,-0.03710983597626777,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3131.2072892938495,-0.03996443874367298,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3131.814730447988,-0.03996443874367298,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3133.029612756264,-0.03996443874367298,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3133.6370539104023,-0.04281904151107819,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3134.2444950645404,-0.04281904151107819,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3135.459377372817,-0.04281904151107819,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3136.066818526955,-0.0456736442784834,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3136.674259681093,-0.0456736442784834,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3137.88914198937,-0.0456736442784834,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3138.496583143508,-0.0456736442784834,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3139.104024297646,-0.048528247045888616,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3139.7114654517845,-0.048528247045888616,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3140.9263477600607,-0.048528247045888616,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3141.533788914199,-0.05138284981329383,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3142.1412300683373,-0.05138284981329383,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3143.3561123766135,-0.05138284981329383,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3143.9635535307516,-0.05423745258069904,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3144.57099468489,-0.05423745258069904,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3145.7858769931663,-0.05423745258069904,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3146.3933181473044,-0.057092055348104256,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3147.0007593014425,-0.057092055348104256,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3148.215641609719,-0.057092055348104256,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3148.823082763857,-0.05994665811550947,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3149.4305239179953,-0.05994665811550947,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3150.645406226272,-0.05994665811550947,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3151.25284738041,-0.06280126088291468,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3151.860288534548,-0.06280126088291468,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3153.0751708428247,-0.06565586365031989,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3153.682611996963,-0.06565586365031989,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3154.290053151101,-0.06565586365031989,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3154.897494305239,-0.06851046641772511,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3156.1123766135156,-0.06851046641772511,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3156.7198177676537,-0.06851046641772511,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3157.327258921792,-0.07136506918513032,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3158.5421412300684,-0.07136506918513032,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3159.1495823842065,-0.07421967195253554,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3159.7570235383446,-0.07421967195253554,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3160.971905846621,-0.07707427471994074,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3161.5793470007593,-0.07707427471994074,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3162.1867881548974,-0.07992887748734596,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3163.401670463174,-0.07992887748734596,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3164.009111617312,-0.08278348025475117,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3164.61655277145,-0.08278348025475117,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3165.831435079727,-0.08563808302215638,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3166.438876233865,-0.08563808302215638,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3167.046317388003,-0.0884926857895616,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3168.2611996962796,-0.0884926857895616,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3168.8686408504177,-0.0913472885569668,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
